# Individual Exhaustion data: Fig S1A
Domain Name,Exhaution Marker,Mean Fluorescence Intensity,"Mean Fluorescence Intensity, SEM",Experiment Day,Donor Name
CD28,PD1,1879.36259486784,1.58477120597429,15,Donor 1
CD28,PD1,,,33,Donor 1
CD28,PD1,1723.56323604941,1.91412151649464,24,Donor 1
CD28,PD1,1952.01899427199,2.7105267799564,6,Donor 2
CD28,PD1,1655.1594719167,1.39057908376515,15,Donor 2
CD28,PD1,1677.04664364443,1.15051783098073,24,Donor 2
CD28,PD1,1953.63289082558,3.38234413023393,33,Donor 2
zeta,PD1,1640.12928780909,1.30244160589657,6,Donor 1
zeta,PD1,2076.95679819292,2.98817222003027,15,Donor 1
zeta,PD1,2029.944677044,3.95856028526884,33,Donor 1
zeta,PD1,1821.61544945651,3.27945687397971,24,Donor 1
zeta,PD1,1740.09464510504,1.31804534589497,6,Donor 2
zeta,PD1,1476.16664714957,3.02155455965446,15,Donor 2
zeta,PD1,1581.87750859074,3.91105230747283,24,Donor 2
zeta,PD1,2001.82417116049,22.2716981233676,33,Donor 2
41BB,CD39,1395.71631360771,1.95753316312743,6,Donor 1
41BB,CD39,1867.49091367262,2.17703625164236,15,Donor 1
41BB,CD39,2072.36109431027,4.73365507515943,33,Donor 1
41BB,CD39,2033.07292818389,4.10071705487171,24,Donor 1
41BB,CD39,159.712170961201,1.07153406397084,6,Donor 2
41BB,CD39,542.038786146304,2.00053894536133,15,Donor 2
41BB,CD39,788.876965766478,3.484069070544,24,Donor 2
41BB,CD39,717.802381055043,3.01431091193161,33,Donor 2
CD28,CD39,1300.2732474688,3.70939935496191,6,Donor 1
CD28,CD39,1761.26771136741,2.04216768351515,15,Donor 1
CD28,CD39,,,33,Donor 1
CD28,CD39,1821.53483651166,2.62599960654,24,Donor 1
CD28,CD39,-17.9937359944042,3.03579750131586,6,Donor 2
CD28,CD39,518.013935714739,1.37875398902672,15,Donor 2
CD28,CD39,622.573375335102,0.983255828106012,24,Donor 2
CD28,CD39,311.718964281631,4.27947104368164,33,Donor 2
zeta,CD39,1086.48271572065,2.13605992169284,6,Donor 1
zeta,CD39,1875.83381269176,3.52894862015256,15,Donor 1
zeta,CD39,1427.85941793998,6.93757478359534,33,Donor 1
zeta,CD39,1774.8891616599,4.91600861019893,24,Donor 1
zeta,CD39,89.8860488862183,0.993450515827045,6,Donor 2
zeta,CD39,472.224472811766,1.70194378230469,15,Donor 2
zeta,CD39,590.136528355806,3.16523309072792,24,Donor 2
zeta,CD39,-73.8120560209442,26.0297630022135,33,Donor 2
41BB,TIM3,463.105993134823,0.862069222219446,0,Donor 1
untrans,TIM3,447.783671523251,0.388478419183521,6,Donor 1
untrans,TIM3,361.595636459904,1.16842927958086,15,Donor 1
untrans,TIM3,420.395471163527,1.22957116723025,24,Donor 1
untrans,TIM3,,,33,Donor 1
41BB,TIM3,452.465455422957,0.887735650358025,0,Donor 2
untrans,TIM3,436.875680666589,0.595204549678812,6,Donor 2
untrans,TIM3,378.757919750723,0.559246859825808,15,Donor 2
untrans,TIM3,421.316273894066,0.683291412315306,24,Donor 2
untrans,TIM3,,,33,Donor 2
untrans,TIM3,498.845644969768,0.547718791524118,0,Donor 1
untrans,TIM3,501.84781058301,0.754007096704966,0,Donor 2
CD28,TIM3,453.366484929163,0.727562615513362,0,Donor 1
CD28,TIM3,454.041313043422,0.694069132360308,0,Donor 2
zeta,TIM3,450.154414809798,0.82360220975437,0,Donor 1
zeta,TIM3,445.941274103725,0.627925283051478,0,Donor 2
41BB,LAG3,491.190250684851,1.50319194394642,0,Donor 1
untrans,LAG3,576.558729950579,1.16635518685656,6,Donor 1
untrans,LAG3,558.898867062944,2.3194303386576,15,Donor 1
untrans,LAG3,505.520792729268,2.10074331024436,24,Donor 1
untrans,LAG3,,,33,Donor 1
41BB,LAG3,491.294676495086,1.56035223501198,0,Donor 2
untrans,LAG3,501.558244209933,1.26034995376291,6,Donor 2
untrans,LAG3,502.288269475377,1.20965374134596,15,Donor 2
untrans,LAG3,508.731039371303,1.27244461270345,24,Donor 2
untrans,LAG3,,,33,Donor 2
untrans,LAG3,502.565218300659,0.994548837100871,0,Donor 1
untrans,LAG3,511.351176773022,1.35402640558936,0,Donor 2
CD28,LAG3,452.400130794436,1.23273665991001,0,Donor 1
CD28,LAG3,463.565466485555,1.20134679126007,0,Donor 2
zeta,LAG3,453.816922930264,1.36635241015049,0,Donor 1
zeta,LAG3,445.267102942507,1.07773226999544,0,Donor 2
41BB,PD1,1354.96248532501,3.1238565752695,0,Donor 1
untrans,PD1,1428.62189411115,1.59222828558168,6,Donor 1
untrans,PD1,1294.89516365381,3.88063659288224,15,Donor 1
untrans,PD1,1078.74158960527,4.17529676134406,24,Donor 1
untrans,PD1,,,33,Donor 1
41BB,PD1,1461.88059582886,2.8798864053546,0,Donor 2
untrans,PD1,1607.1418432012,2.09837983046663,6,Donor 2
untrans,PD1,1324.30831751117,2.29793159004906,15,Donor 2
untrans,PD1,1162.83142429325,2.64004019220562,24,Donor 2
untrans,PD1,,,33,Donor 2
untrans,PD1,1395.76962889519,2.47758871164493,0,Donor 1
untrans,PD1,1503.07999439772,3.42380314663144,0,Donor 2
CD28,PD1,1329.69184864289,3.23549287230565,0,Donor 1
CD28,PD1,1411.18585602581,3.11818975768387,0,Donor 2
zeta,PD1,1275.75706506599,3.50482235718926,0,Donor 1
zeta,PD1,1351.55425722857,2.87060417835868,0,Donor 2
41BB,CD39,874.261773543505,3.57310575848724,0,Donor 1
untrans,CD39,1127.39461972508,2.9265935369613,6,Donor 1
untrans,CD39,1282.50329201194,7.10328930999589,15,Donor 1
untrans,CD39,951.176113275621,6.61294126646195,24,Donor 1
untrans,CD39,,,33,Donor 1
41BB,CD39,320.361495561828,1.57308921177772,0,Donor 2
untrans,CD39,487.213749186029,1.68568852208753,6,Donor 2
untrans,CD39,471.410526712788,1.42035615902829,15,Donor 2
untrans,CD39,505.350294945869,1.69405088847055,24,Donor 2
untrans,CD39,,,33,Donor 2
untrans,CD39,740.412707424701,2.63355061519066,0,Donor 1
untrans,CD39,345.710183797988,1.81165802785964,0,Donor 2
CD28,CD39,674.996185369387,3.07142047805102,0,Donor 1
CD28,CD39,340.797285728027,1.57336399328492,0,Donor 2
zeta,CD39,657.411067869212,3.22885749114386,0,Donor 1
zeta,CD39,351.88407492126,1.40618036158499,0,Donor 2
